tnew ca_PZAP ca_PSYK
179.53541 0.34282 0.14677
179.63145 0.34275 0.14677
179.72749 0.34269 0.14677
179.82353 0.34262 0.14677
179.91957 0.34256 0.14677
180.01561 0.34249 0.14676
180.11164 0.34243 0.14676
180.20768 0.34236 0.14676
180.30372 0.34229 0.14676
180.39976 0.34223 0.14676
180.49580 0.34216 0.14676
180.59184 0.34210 0.14676
180.68788 0.34203 0.14675
180.78391 0.34197 0.14675
180.87995 0.34190 0.14675
180.97599 0.34183 0.14675
181.07203 0.34177 0.14675
181.16807 0.34170 0.14675
181.26411 0.34164 0.14675
181.36014 0.34157 0.14675
181.45618 0.34150 0.14674
181.55222 0.34144 0.14674
181.64826 0.34137 0.14674
181.74430 0.34130 0.14674
181.84034 0.34123 0.14674
181.93637 0.34116 0.14674
182.03241 0.34109 0.14674
182.12845 0.34103 0.14674
182.22449 0.34096 0.14673
182.32053 0.34089 0.14673
182.41657 0.34082 0.14673
182.51261 0.34075 0.14673
182.60864 0.34067 0.14673
182.70468 0.34060 0.14673
182.80072 0.34053 0.14672
182.89676 0.34045 0.14672
182.99280 0.34038 0.14672
183.08884 0.34031 0.14672
183.18487 0.34024 0.14672
183.28091 0.34016 0.14672
183.37695 0.34009 0.14671
183.47299 0.34001 0.14671
183.56903 0.33994 0.14671
183.66507 0.33986 0.14671
183.76110 0.33979 0.14671
183.85714 0.33972 0.14670
183.95318 0.33964 0.14670
184.04922 0.33956 0.14670
184.14526 0.33948 0.14670
184.24130 0.33941 0.14670
184.33733 0.33933 0.14670
184.43337 0.33925 0.14669
184.52941 0.33917 0.14669
184.62545 0.33909 0.14669
184.72149 0.33901 0.14669
184.81753 0.33893 0.14669
184.91357 0.33885 0.14668
185.00960 0.33877 0.14668
185.10564 0.33869 0.14668
185.20168 0.33861 0.14668
185.29772 0.33853 0.14668
185.39376 0.33845 0.14667
185.48980 0.33837 0.14667
185.58583 0.33830 0.14667
185.68187 0.33822 0.14667
185.77791 0.33814 0.14666
185.87395 0.33806 0.14666
185.96999 0.33798 0.14666
186.06603 0.33790 0.14666
186.16206 0.33781 0.14666
186.25810 0.33773 0.14665
186.35414 0.33765 0.14665
186.45018 0.33757 0.14665
186.54622 0.33748 0.14665
186.64226 0.33740 0.14664
186.73830 0.33731 0.14664
186.83433 0.33723 0.14664
186.93037 0.33714 0.14664
187.02641 0.33706 0.14664
187.12245 0.33697 0.14663
187.21849 0.33688 0.14663
187.31453 0.33679 0.14663
187.41056 0.33670 0.14663
187.50660 0.33661 0.14662
187.60264 0.33651 0.14662
187.69868 0.33642 0.14662
187.79472 0.33633 0.14662
187.89076 0.33623 0.14661
187.98679 0.33614 0.14661
188.08283 0.33605 0.14661
188.17887 0.33596 0.14661
188.27491 0.33587 0.14660
188.37095 0.33577 0.14660
188.46699 0.33568 0.14660
188.56303 0.33558 0.14660
188.65906 0.33549 0.14660
188.75510 0.33539 0.14659
188.85114 0.33530 0.14659
188.94718 0.33520 0.14659
189.04322 0.33511 0.14659
189.13926 0.33502 0.14659
189.23529 0.33492 0.14658
189.33133 0.33483 0.14658
189.42737 0.33473 0.14658
189.52341 0.33464 0.14658
189.61945 0.33455 0.14657
189.71549 0.33445 0.14657
189.81152 0.33436 0.14657
189.90756 0.33426 0.14657
190.00360 0.33417 0.14656
190.09964 0.33408 0.14656
190.19568 0.33398 0.14656
190.29172 0.33388 0.14656
190.38776 0.33379 0.14655
190.48379 0.33369 0.14655
190.57983 0.33360 0.14655
190.67587 0.33350 0.14655
190.77191 0.33340 0.14654
190.86795 0.33330 0.14654
190.96399 0.33320 0.14654
191.06002 0.33311 0.14653
191.15606 0.33301 0.14653
191.25210 0.33291 0.14653
191.34814 0.33280 0.14653
191.44418 0.33270 0.14652
191.54022 0.33260 0.14652
191.63625 0.33250 0.14652
191.73229 0.33239 0.14652
191.82833 0.33229 0.14651
191.92437 0.33219 0.14651
192.02041 0.33209 0.14651
192.11645 0.33198 0.14650
192.21248 0.33188 0.14650
192.30852 0.33177 0.14650
192.40456 0.33167 0.14650
192.50060 0.33156 0.14649
192.59664 0.33146 0.14649
192.69268 0.33135 0.14649
192.78872 0.33125 0.14648
192.88475 0.33114 0.14648
192.98079 0.33104 0.14648
193.07683 0.33093 0.14647
193.17287 0.33082 0.14647
193.26891 0.33071 0.14647
193.36495 0.33060 0.14646
193.46098 0.33049 0.14646
193.55702 0.33038 0.14646
193.65306 0.33027 0.14645
193.74910 0.33016 0.14645
193.84514 0.33005 0.14645
193.94118 0.32994 0.14644
194.03721 0.32983 0.14644
194.13325 0.32972 0.14644
194.22929 0.32961 0.14643
194.32533 0.32950 0.14643
194.42137 0.32939 0.14643
194.51741 0.32928 0.14642
194.61345 0.32917 0.14642
194.70948 0.32906 0.14642
194.80552 0.32896 0.14641
194.90156 0.32885 0.14641
194.99760 0.32874 0.14640
195.09364 0.32863 0.14640
195.18968 0.32851 0.14640
195.28571 0.32839 0.14639
195.38175 0.32828 0.14639
195.47779 0.32816 0.14639
195.57383 0.32805 0.14638
195.66987 0.32793 0.14638
195.76591 0.32781 0.14638
195.86194 0.32770 0.14637
195.95798 0.32758 0.14637
196.05402 0.32746 0.14637
196.15006 0.32735 0.14636
196.24610 0.32723 0.14636
196.34214 0.32711 0.14636
196.43818 0.32700 0.14635
196.53421 0.32688 0.14635
196.63025 0.32676 0.14635
196.72629 0.32665 0.14634
196.82233 0.32653 0.14634
196.91837 0.32641 0.14633
197.01441 0.32630 0.14633
197.11044 0.32618 0.14633
197.20648 0.32606 0.14632
197.30252 0.32593 0.14632
197.39856 0.32581 0.14631
197.49460 0.32569 0.14631
197.59064 0.32556 0.14631
197.68667 0.32543 0.14630
197.78271 0.32531 0.14630
197.87875 0.32518 0.14629
197.97479 0.32505 0.14629
198.07083 0.32493 0.14629
198.16687 0.32480 0.14628
198.26291 0.32468 0.14628
198.35894 0.32455 0.14627
198.45498 0.32442 0.14627
198.55102 0.32430 0.14627
198.64706 0.32417 0.14626
198.74310 0.32405 0.14626
198.83914 0.32392 0.14626
198.93517 0.32379 0.14625
199.03121 0.32367 0.14625
199.12725 0.32354 0.14624
199.22329 0.32341 0.14624
199.31933 0.32328 0.14624
199.41537 0.32316 0.14623
199.51140 0.32303 0.14623
199.60744 0.32290 0.14622
199.70348 0.32278 0.14622
199.79952 0.32265 0.14622
199.89556 0.32252 0.14621
199.99160 0.32240 0.14621
200.08764 0.32227 0.14620
200.18367 0.32214 0.14620
200.27971 0.32201 0.14619
200.37575 0.32188 0.14619
200.47179 0.32176 0.14619
200.56783 0.32163 0.14618
200.66387 0.32150 0.14618
200.75990 0.32138 0.14617
200.85594 0.32125 0.14617
200.95198 0.32113 0.14617
201.04802 0.32100 0.14616
201.14406 0.32087 0.14616
201.24010 0.32075 0.14615
201.33613 0.32062 0.14615
201.43217 0.32050 0.14615
201.52821 0.32037 0.14614
201.62425 0.32025 0.14614
201.72029 0.32013 0.14613
201.81633 0.32000 0.14613
201.91236 0.31988 0.14613
202.00840 0.31976 0.14612
202.10444 0.31963 0.14612
202.20048 0.31951 0.14611
202.29652 0.31938 0.14611
202.39256 0.31926 0.14611
202.48860 0.31913 0.14610
202.58463 0.31901 0.14610
202.68067 0.31889 0.14609
202.77671 0.31876 0.14609
202.87275 0.31864 0.14609
202.96879 0.31852 0.14608
203.06483 0.31839 0.14608
203.16086 0.31826 0.14607
203.25690 0.31814 0.14607
203.35294 0.31801 0.14607
203.44898 0.31788 0.14606
203.54502 0.31776 0.14606
203.64106 0.31763 0.14606
203.73709 0.31750 0.14605
203.83313 0.31738 0.14605
203.92917 0.31725 0.14604
204.02521 0.31712 0.14604
204.12125 0.31700 0.14603
204.21729 0.31687 0.14603
204.31333 0.31675 0.14603
204.40936 0.31662 0.14602
204.50540 0.31650 0.14602
204.60144 0.31638 0.14601
204.69748 0.31625 0.14601
204.79352 0.31613 0.14601
204.88956 0.31601 0.14600
204.98559 0.31588 0.14600
205.08163 0.31575 0.14599
205.17767 0.31563 0.14599
205.27371 0.31550 0.14599
205.36975 0.31537 0.14598
205.46579 0.31525 0.14598
205.56182 0.31512 0.14597
205.65786 0.31499 0.14597
205.75390 0.31487 0.14596
205.84994 0.31474 0.14596
205.94598 0.31461 0.14596
206.04202 0.31449 0.14595
206.13806 0.31436 0.14595
206.23409 0.31424 0.14594
206.33013 0.31411 0.14594
206.42617 0.31398 0.14593
206.52221 0.31386 0.14593
206.61825 0.31373 0.14593
206.71429 0.31360 0.14592
206.81032 0.31348 0.14592
206.90636 0.31335 0.14591
207.00240 0.31322 0.14591
207.09844 0.31309 0.14590
207.19448 0.31297 0.14590
207.29052 0.31284 0.14590
207.38655 0.31271 0.14589
207.48259 0.31259 0.14589
207.57863 0.31246 0.14588
207.67467 0.31234 0.14588
207.77071 0.31221 0.14588
207.86675 0.31208 0.14587
207.96279 0.31195 0.14587
208.05882 0.31182 0.14586
208.15486 0.31169 0.14586
208.25090 0.31156 0.14586
208.34694 0.31143 0.14585
208.44298 0.31130 0.14585
208.53902 0.31117 0.14584
208.63505 0.31104 0.14584
208.73109 0.31090 0.14584
208.82713 0.31077 0.14583
208.92317 0.31064 0.14583
209.01921 0.31050 0.14582
209.11525 0.31037 0.14582
209.21128 0.31023 0.14581
209.30732 0.31010 0.14581
209.40336 0.30996 0.14581
209.49940 0.30982 0.14580
209.59544 0.30969 0.14580
209.69148 0.30955 0.14579
209.78752 0.30941 0.14579
209.88355 0.30928 0.14578
209.97959 0.30914 0.14578
210.07563 0.30900 0.14577
210.17167 0.30886 0.14577
210.26771 0.30872 0.14577
210.36375 0.30859 0.14576
210.45978 0.30845 0.14576
210.55582 0.30831 0.14575
210.65186 0.30817 0.14575
210.74790 0.30804 0.14574
210.84394 0.30790 0.14574
210.93998 0.30776 0.14573
211.03601 0.30762 0.14573
211.13205 0.30749 0.14572
211.22809 0.30735 0.14572
211.32413 0.30721 0.14572
211.42017 0.30707 0.14571
211.51621 0.30693 0.14571
211.61224 0.30680 0.14570
211.70828 0.30666 0.14570
211.80432 0.30652 0.14569
211.90036 0.30638 0.14569
211.99640 0.30624 0.14568
212.09244 0.30611 0.14568
212.18848 0.30597 0.14567
212.28451 0.30583 0.14567
212.38055 0.30569 0.14566
212.47659 0.30555 0.14566
212.57263 0.30542 0.14566
212.66867 0.30528 0.14565
212.76471 0.30514 0.14565
212.86074 0.30500 0.14564
212.95678 0.30486 0.14564
213.05282 0.30472 0.14563
213.14886 0.30458 0.14563
213.24490 0.30444 0.14562
213.34094 0.30430 0.14562
213.43697 0.30416 0.14561
213.53301 0.30402 0.14561
213.62905 0.30388 0.14561
213.72509 0.30374 0.14560
213.82113 0.30360 0.14560
213.91717 0.30346 0.14559
214.01321 0.30332 0.14559
214.10924 0.30318 0.14558
214.20528 0.30304 0.14558
214.30132 0.30290 0.14557
214.39736 0.30276 0.14557
214.49340 0.30262 0.14556
214.58944 0.30248 0.14556
214.68547 0.30234 0.14555
214.78151 0.30220 0.14555
214.87755 0.30206 0.14554
214.97359 0.30192 0.14554
215.06963 0.30178 0.14553
215.16567 0.30164 0.14553
215.26170 0.30150 0.14553
215.35774 0.30136 0.14552
215.45378 0.30122 0.14552
215.54982 0.30108 0.14551
215.64586 0.30094 0.14551
215.74190 0.30080 0.14550
215.83794 0.30066 0.14550
215.93397 0.30052 0.14549
216.03001 0.30038 0.14549
216.12605 0.30024 0.14548
216.22209 0.30010 0.14548
216.31813 0.29996 0.14547
216.41417 0.29981 0.14547
216.51020 0.29967 0.14546
216.60624 0.29953 0.14546
216.70228 0.29939 0.14545
216.79832 0.29925 0.14545
216.89436 0.29911 0.14544
216.99040 0.29897 0.14544
217.08643 0.29883 0.14543
217.18247 0.29869 0.14543
217.27851 0.29855 0.14542
217.37455 0.29842 0.14542
217.47059 0.29828 0.14541
217.56663 0.29814 0.14541
217.66267 0.29800 0.14540
217.75870 0.29786 0.14540
217.85474 0.29772 0.14539
217.95078 0.29758 0.14539
218.04682 0.29744 0.14538
218.14286 0.29730 0.14538
218.23890 0.29716 0.14537
218.33493 0.29702 0.14537
218.43097 0.29688 0.14536
218.52701 0.29674 0.14536
218.62305 0.29660 0.14535
218.71909 0.29646 0.14535
218.81513 0.29632 0.14534
218.91116 0.29618 0.14534
219.00720 0.29604 0.14533
219.10324 0.29591 0.14533
219.19928 0.29577 0.14532
219.29532 0.29563 0.14532
219.39136 0.29550 0.14531
219.48739 0.29536 0.14531
219.58343 0.29522 0.14530
219.67947 0.29509 0.14530
219.77551 0.29495 0.14529
219.87155 0.29481 0.14529
219.96759 0.29467 0.14528
220.06363 0.29453 0.14528
220.15966 0.29439 0.14527
220.25570 0.29425 0.14527
220.35174 0.29411 0.14526
220.44778 0.29397 0.14526
220.54382 0.29383 0.14525
220.63986 0.29368 0.14524
220.73589 0.29354 0.14524
220.83193 0.29340 0.14523
220.92797 0.29326 0.14523
221.02401 0.29312 0.14522
221.12005 0.29297 0.14522
221.21609 0.29283 0.14521
221.31212 0.29269 0.14521
221.40816 0.29255 0.14520
221.50420 0.29241 0.14520
221.60024 0.29227 0.14519
221.69628 0.29213 0.14519
221.79232 0.29199 0.14518
221.88836 0.29185 0.14518
221.98439 0.29171 0.14517
222.08043 0.29157 0.14517
222.17647 0.29142 0.14516
222.27251 0.29128 0.14515
222.36855 0.29114 0.14515
222.46459 0.29100 0.14514
222.56062 0.29086 0.14514
222.65666 0.29071 0.14513
222.75270 0.29057 0.14513
222.84874 0.29043 0.14512
222.94478 0.29028 0.14512
223.04082 0.29014 0.14511
223.13685 0.29000 0.14511
223.23289 0.28986 0.14510
223.32893 0.28971 0.14509
223.42497 0.28957 0.14509
223.52101 0.28943 0.14508
223.61705 0.28929 0.14508
223.71309 0.28914 0.14507
223.80912 0.28900 0.14507
223.90516 0.28886 0.14506
224.00120 0.28871 0.14506
224.09724 0.28857 0.14505
224.19328 0.28843 0.14505
224.28932 0.28829 0.14504
224.38535 0.28814 0.14503
224.48139 0.28800 0.14503
224.57743 0.28786 0.14502
224.67347 0.28771 0.14502
224.76951 0.28757 0.14501
224.86555 0.28743 0.14501
224.96158 0.28729 0.14500
225.05762 0.28715 0.14500
225.15366 0.28701 0.14499
225.24970 0.28687 0.14499
225.34574 0.28673 0.14498
225.44178 0.28659 0.14497
225.53782 0.28645 0.14497
225.63385 0.28630 0.14496
225.72989 0.28616 0.14496
225.82593 0.28602 0.14495
225.92197 0.28588 0.14495
226.01801 0.28573 0.14494
226.11405 0.28559 0.14494
226.21008 0.28544 0.14493
226.30612 0.28530 0.14493
226.40216 0.28515 0.14492
226.49820 0.28501 0.14491
226.59424 0.28487 0.14491
226.69028 0.28472 0.14490
226.78631 0.28458 0.14490
226.88235 0.28444 0.14489
226.97839 0.28429 0.14489
227.07443 0.28415 0.14488
227.17047 0.28401 0.14488
227.26651 0.28386 0.14487
227.36255 0.28372 0.14487
227.45858 0.28358 0.14486
227.55462 0.28343 0.14486
227.65066 0.28329 0.14485
227.74670 0.28315 0.14484
227.84274 0.28300 0.14484
227.93878 0.28286 0.14483
228.03481 0.28271 0.14483
228.13085 0.28257 0.14482
228.22689 0.28242 0.14482
228.32293 0.28228 0.14481
228.41897 0.28213 0.14481
228.51501 0.28198 0.14480
228.61104 0.28184 0.14479
228.70708 0.28169 0.14479
228.80312 0.28155 0.14478
228.89916 0.28140 0.14478
228.99520 0.28125 0.14477
229.09124 0.28111 0.14477
229.18727 0.28096 0.14476
229.28331 0.28082 0.14476
229.37935 0.28067 0.14475
229.47539 0.28053 0.14475
229.57143 0.28038 0.14474
229.66747 0.28024 0.14473
229.76351 0.28009 0.14473
229.85954 0.27995 0.14472
229.95558 0.27980 0.14472
230.05162 0.27966 0.14471
230.14766 0.27951 0.14471
230.24370 0.27937 0.14470
230.33974 0.27922 0.14470
230.43577 0.27908 0.14469
230.53181 0.27894 0.14468
230.62785 0.27879 0.14468
230.72389 0.27865 0.14467
230.81993 0.27850 0.14467
230.91597 0.27836 0.14466
231.01200 0.27821 0.14466
231.10804 0.27807 0.14465
231.20408 0.27792 0.14464
231.30012 0.27778 0.14464
231.39616 0.27763 0.14463
231.49220 0.27748 0.14463
231.58824 0.27734 0.14462
231.68427 0.27719 0.14462
231.78031 0.27704 0.14461
231.87635 0.27690 0.14460
231.97239 0.27675 0.14460
232.06843 0.27660 0.14459
232.16447 0.27645 0.14459
232.26050 0.27630 0.14458
232.35654 0.27615 0.14458
232.45258 0.27600 0.14457
232.54862 0.27585 0.14456
232.64466 0.27570 0.14456
232.74070 0.27555 0.14455
232.83673 0.27540 0.14455
232.93277 0.27526 0.14454
233.02881 0.27511 0.14454
233.12485 0.27496 0.14453
233.22089 0.27481 0.14452
233.31693 0.27467 0.14452
233.41297 0.27452 0.14451
233.50900 0.27437 0.14451
233.60504 0.27422 0.14450
233.70108 0.27407 0.14449
233.79712 0.27392 0.14449
233.89316 0.27378 0.14448
233.98920 0.27363 0.14448
234.08523 0.27348 0.14447
234.18127 0.27333 0.14447
234.27731 0.27318 0.14446
234.37335 0.27304 0.14445
234.46939 0.27289 0.14445
234.56543 0.27274 0.14444
234.66146 0.27259 0.14444
234.75750 0.27244 0.14443
234.85354 0.27230 0.14443
234.94958 0.27215 0.14442
235.04562 0.27200 0.14441
235.14166 0.27185 0.14441
235.23770 0.27171 0.14440
235.33373 0.27156 0.14440
235.42977 0.27141 0.14439
235.52581 0.27126 0.14438
235.62185 0.27111 0.14438
235.71789 0.27097 0.14437
235.81393 0.27082 0.14437
235.90996 0.27067 0.14436
236.00600 0.27052 0.14436
236.10204 0.27038 0.14435
236.19808 0.27023 0.14434
236.29412 0.27008 0.14434
236.39016 0.26994 0.14433
236.48619 0.26979 0.14433
236.58223 0.26964 0.14432
236.67827 0.26950 0.14432
236.77431 0.26935 0.14431
236.87035 0.26920 0.14430
236.96639 0.26906 0.14430
237.06242 0.26891 0.14429
237.15846 0.26876 0.14429
237.25450 0.26862 0.14428
237.35054 0.26847 0.14428
237.44658 0.26833 0.14427
237.54262 0.26818 0.14426
237.63866 0.26804 0.14426
237.73469 0.26789 0.14425
237.83073 0.26774 0.14425
237.92677 0.26760 0.14424
238.02281 0.26745 0.14423
238.11885 0.26730 0.14423
238.21489 0.26715 0.14422
238.31092 0.26701 0.14421
238.40696 0.26686 0.14421
238.50300 0.26671 0.14420
238.59904 0.26656 0.14420
238.69508 0.26642 0.14419
238.79112 0.26627 0.14418
238.88715 0.26612 0.14418
238.98319 0.26598 0.14417
239.07923 0.26583 0.14417
239.17527 0.26568 0.14416
239.27131 0.26554 0.14415
239.36735 0.26539 0.14415
239.46339 0.26524 0.14414
239.55942 0.26510 0.14414
239.65546 0.26495 0.14413
239.75150 0.26481 0.14412
239.84754 0.26466 0.14412
239.94358 0.26452 0.14411
240.03962 0.26437 0.14411
240.13565 0.26423 0.14410
240.23169 0.26408 0.14409
240.32773 0.26394 0.14409
240.42377 0.26379 0.14408
240.51981 0.26365 0.14408
240.61585 0.26350 0.14407
240.71188 0.26336 0.14406
240.80792 0.26321 0.14406
240.90396 0.26307 0.14405
241.00000 0.26293 0.14405
